long,lat,group,order,region,subregion,avgvac
-95.75270844,31.53559875,2492,74520,texas,anderson,0.967679732
-95.76988983,31.55851746,2492,74521,texas,anderson,0.967679732
-95.76416016,31.58143234,2492,74522,texas,anderson,0.967679732
-95.72978973,31.58143234,2492,74523,texas,anderson,0.967679732
-95.74697876,31.61008072,2492,74524,texas,anderson,0.967679732
-95.72405243,31.638731,2492,74525,texas,anderson,0.967679732
-95.75270844,31.67310715,2492,74526,texas,anderson,0.967679732
-95.76988983,31.66737556,2492,74527,texas,anderson,0.967679732
-95.77562714,31.63299942,2492,74528,texas,anderson,0.967679732
-95.79854584,31.638731,2492,74529,texas,anderson,0.967679732
-95.80999756,31.67310715,2492,74530,texas,anderson,0.967679732
-95.79281616,31.71321297,2492,74531,texas,anderson,0.967679732
-95.82146454,31.70748329,2492,74532,texas,anderson,0.967679732
-95.87876129,31.71321297,2492,74533,texas,anderson,0.967679732
-95.87876129,31.75332069,2492,74534,texas,anderson,0.967679732
-95.91886902,31.78196907,2492,74535,texas,anderson,0.967679732
-95.94750977,31.78196907,2492,74536,texas,anderson,0.967679732
-95.98761749,31.80488777,2492,74537,texas,anderson,0.967679732
-95.98188782,31.83926582,2492,74538,texas,anderson,0.967679732
-95.99907684,31.86218452,2492,74539,texas,anderson,0.967679732
-95.98188782,31.88510323,2492,74540,texas,anderson,0.967679732
-96.02199554,31.88510323,2492,74541,texas,anderson,0.967679732
-96.0334549,31.90229034,2492,74542,texas,anderson,0.967679732
-96.01053619,31.93666649,2492,74543,texas,anderson,0.967679732
-96.02199554,31.94812775,2492,74544,texas,anderson,0.967679732
-96.07356262,31.95958519,2492,74545,texas,anderson,0.967679732
-96.06783295,31.99396133,2492,74546,texas,anderson,0.967679732
-96.06210327,32.01688004,2492,74547,texas,anderson,0.967679732
-95.44903564,32.09709549,2492,74548,texas,anderson,0.967679732
-95.44330597,32.0741806,2492,74549,texas,anderson,0.967679732
-95.44330597,32.0283432,2492,74550,texas,anderson,0.967679732
-95.45477295,31.98250389,2492,74551,texas,anderson,0.967679732
-95.43184662,31.95385551,2492,74552,texas,anderson,0.967679732
-95.43757629,31.87364197,2492,74553,texas,anderson,0.967679732
-95.40893555,31.8449955,2492,74554,texas,anderson,0.967679732
-95.39173889,31.78769684,2492,74555,texas,anderson,0.967679732
-95.35163116,31.74186325,2492,74556,texas,anderson,0.967679732
-95.30007172,31.72467232,2492,74557,texas,anderson,0.967679732
-95.29434204,31.67310715,2492,74558,texas,anderson,0.967679732
-95.26569366,31.6158123,2492,74559,texas,anderson,0.967679732
-95.75270844,31.53559875,2492,74560,texas,anderson,0.967679732
-102.2042084,32.08563614,2493,74562,texas,andrews,0.971533517
-102.2786942,32.08563614,2493,74563,texas,andrews,0.971533517
-102.8115463,32.0741806,2493,74564,texas,andrews,0.971533517
-103.0751114,32.0741806,2493,74565,texas,andrews,0.971533517
-103.0751114,32.50962448,2493,74566,texas,andrews,0.971533517
-102.2099457,32.52108383,2493,74567,texas,andrews,0.971533517
-102.2042084,32.08563614,2493,74568,texas,andrews,0.971533517
-94.13123322,31.12306786,2494,74570,texas,angelina,0.969315031
-94.45782471,31.05431175,2494,74571,texas,angelina,0.969315031
-94.56668854,31.08296204,2494,74572,texas,angelina,0.969315031
-94.84170532,31.16890526,2494,74573,texas,angelina,0.969315031
-94.8703537,31.23192787,2494,74574,texas,angelina,0.969315031
-94.8703537,31.26630783,2494,74575,texas,angelina,0.969315031
-94.90472412,31.28922653,2494,74576,texas,angelina,0.969315031
-94.88181305,31.317873,2494,74577,texas,angelina,0.969315031
-94.95629883,31.3637104,2494,74578,texas,angelina,0.969315031
-94.93910217,31.38089752,2494,74579,texas,angelina,0.969315031
-94.9620285,31.40381622,2494,74580,texas,angelina,0.969315031
-94.99066925,31.44965363,2494,74581,texas,angelina,0.969315031
-94.85888672,31.55278587,2494,74582,texas,angelina,0.969315031
-94.83597565,31.5241375,2494,74583,texas,angelina,0.969315031
-94.72711182,31.47830009,2494,74584,texas,angelina,0.969315031
-94.60679626,31.46111107,2494,74585,texas,angelina,0.969315031
-94.54949951,31.43246651,2494,74586,texas,angelina,0.969315031
-94.50939178,31.43246651,2494,74587,texas,angelina,0.969315031
-94.48646545,31.42673492,2494,74588,texas,angelina,0.969315031
-94.47501373,31.37516785,2494,74589,texas,angelina,0.969315031
-94.38333893,31.28922653,2494,74590,texas,angelina,0.969315031
-94.33750153,31.2491188,2494,74591,texas,angelina,0.969315031
-94.13123322,31.12306786,2494,74592,texas,angelina,0.969315031
-96.80121613,28.31557465,2495,74594,texas,aransas,0.973529412
-96.81267548,28.28692627,2495,74595,texas,aransas,0.973529412
-96.8069458,28.25827789,2495,74596,texas,aransas,0.973529412
-96.82414246,28.21817207,2495,74597,texas,aransas,0.973529412
-96.8757019,28.19525337,2495,74598,texas,aransas,0.973529412
-96.91008759,28.166605,2495,74599,texas,aransas,0.973529412
-96.94445801,28.14941597,2495,74600,texas,aransas,0.973529412
-96.94445801,28.18379402,2495,74601,texas,aransas,0.973529412
-96.92726898,28.24109077,2495,74602,texas,aransas,0.973529412
-96.92153931,28.26973724,2495,74603,texas,aransas,0.973529412
-96.94445801,28.27546692,2495,74604,texas,aransas,0.973529412
-96.99029541,28.25254822,2495,74605,texas,aransas,0.973529412
-96.98456573,28.23535919,2495,74606,texas,aransas,0.973529412
-96.97310638,28.21817207,2495,74607,texas,aransas,0.973529412
-96.96164703,28.19525337,2495,74608,texas,aransas,0.973529412
-96.97310638,28.17233467,2495,74609,texas,aransas,0.973529412
-97.00175476,28.15514565,2495,74610,texas,aransas,0.973529412
-97.03613281,28.15514565,2495,74611,texas,aransas,0.973529412
-97.04186249,28.17233467,2495,74612,texas,aransas,0.973529412
-97.03613281,28.20098114,2495,74613,texas,aransas,0.973529412
-97.05905151,28.21817207,2495,74614,texas,aransas,0.973529412
-97.07624054,28.20671272,2495,74615,texas,aransas,0.973529412
-97.11061859,28.21817207,2495,74616,texas,aransas,0.973529412
-97.12779999,28.23535919,2495,74617,texas,aransas,0.973529412
-97.12779999,28.25254822,2495,74618,texas,aransas,0.973529412
-97.11061859,28.26400757,2495,74619,texas,aransas,0.973529412
-97.01894379,28.27546692,2495,74620,texas,aransas,0.973529412
-96.80121613,28.31557465,2495,74621,texas,aransas,0.973529412
-98.42269135,33.45500565,2496,74623,texas,archer,0.991516698
-98.42269135,33.39197922,2496,74624,texas,archer,0.991516698
-98.94981384,33.38625336,2496,74625,texas,archer,0.991516698
-98.94408417,33.83315659,2496,74626,texas,archer,0.991516698
-98.41696167,33.83888626,2496,74627,texas,archer,0.991516698
-98.42269135,33.45500565,2496,74628,texas,archer,0.991516698
-101.6197968,34.74989319,2497,74630,texas,armstrong,0.967741935
-101.6197968,35.18533707,2497,74631,texas,armstrong,0.967741935
-101.0812149,35.17961121,2497,74632,texas,armstrong,0.967741935
-101.0869446,34.74989319,2497,74633,texas,armstrong,0.967741935
-101.4937439,34.7441597,2497,74634,texas,armstrong,0.967741935
-101.6197968,34.74989319,2497,74635,texas,armstrong,0.967741935
-98.39977264,29.11771393,2498,74637,texas,atascosa,0.973969424
-98.18205261,28.89426231,2498,74638,texas,atascosa,0.973969424
-98.09037781,28.78539848,2498,74639,texas,atascosa,0.973969424
-98.34247589,28.60205269,2498,74640,texas,atascosa,0.973969424
-98.34247589,28.65934753,2498,74641,texas,atascosa,0.973969424
-98.69197845,28.65361977,2498,74642,texas,atascosa,0.973969424
-98.81803131,28.64789009,2498,74643,texas,atascosa,0.973969424
-98.81803131,29.08906937,2498,74644,texas,atascosa,0.973969424
-98.81803131,29.25522423,2498,74645,texas,atascosa,0.973969424
-98.39977264,29.11771393,2498,74646,texas,atascosa,0.973969424
-96.56057739,29.9485054,2499,74648,texas,austin,0.928231239
-96.61214447,30.05163765,2499,74649,texas,austin,0.928231239
-96.59495544,30.07455635,2499,74650,texas,austin,0.928231239
-96.49755096,30.07455635,2499,74651,texas,austin,0.928231239
-96.27983093,30.10320091,2499,74652,texas,austin,0.928231239
-96.1938858,30.07455635,2499,74653,texas,austin,0.928231239
-96.16523743,30.06309509,2499,74654,texas,austin,0.928231239
-96.13658905,30.06882477,2499,74655,texas,austin,0.928231239
-96.10794067,30.04590607,2499,74656,texas,austin,0.928231239
-96.09648132,30.00580025,2499,74657,texas,austin,0.928231239
-96.11367035,29.96569252,2499,74658,texas,austin,0.928231239
-96.1251297,29.9255867,2499,74659,texas,austin,0.928231239
-96.102211,29.87401772,2499,74660,texas,austin,0.928231239
-96.11940002,29.8339119,2499,74661,texas,austin,0.928231239
-96.08502197,29.79953384,2499,74662,texas,austin,0.928231239
-96.0334549,29.77661514,2499,74663,texas,austin,0.928231239
-96.0334549,29.73077774,2499,74664,texas,austin,0.928231239
-96.01626587,29.6964016,2499,74665,texas,austin,0.928231239
-96.0563736,29.68494415,2499,74666,texas,austin,0.928231239
-96.02772522,29.65056419,2499,74667,texas,austin,0.928231239
-96.0334549,29.61618805,2499,74668,texas,austin,0.928231239
-96.06783295,29.60473061,2499,74669,texas,austin,0.928231239
-96.09648132,29.59326935,2499,74670,texas,austin,0.928231239
-96.18815613,29.63337708,2499,74671,texas,austin,0.928231239
-96.21679688,29.66202545,2499,74672,texas,austin,0.928231239
-96.2569046,29.67921448,2499,74673,texas,austin,0.928231239
-96.31420135,29.742239,2499,74674,texas,austin,0.928231239
-96.32566833,29.79380417,2499,74675,texas,austin,0.928231239
-96.36577606,29.8339119,2499,74676,texas,austin,0.928231239
-96.40014648,29.81672287,2499,74677,texas,austin,0.928231239
-96.52046967,29.89120865,2499,74678,texas,austin,0.928231239
-96.56057739,29.9485054,2499,74679,texas,austin,0.928231239
-102.616745,34.30298233,2500,74681,texas,bailey,0.965201465
-102.6110077,33.82742691,2500,74682,texas,bailey,0.965201465
-103.0579147,33.82170105,2500,74683,texas,bailey,0.965201465
-103.0521851,34.29725266,2500,74684,texas,bailey,0.965201465
-102.616745,34.30298233,2500,74685,texas,bailey,0.965201465
-99.40818024,29.61618805,2501,74687,texas,bandera,0.967235798
-99.60871124,29.61618805,2501,74688,texas,bandera,0.967235798
-99.60298157,29.87401772,2501,74689,texas,bandera,0.967235798
-99.16753387,29.8797493,2501,74690,texas,bandera,0.967235798
-98.90970612,29.7651577,2501,74691,texas,bandera,0.967235798
-98.78365326,29.70785904,2501,74692,texas,bandera,0.967235798
-98.81803131,29.67348289,2501,74693,texas,bandera,0.967235798
-98.85240936,29.65056419,2501,74694,texas,bandera,0.967235798
-98.92689514,29.5588932,2501,74695,texas,bandera,0.967235798
-98.95554352,29.5588932,2501,74696,texas,bandera,0.967235798
-98.96127319,29.54743195,2501,74697,texas,bandera,0.967235798
-98.97845459,29.56462097,2501,74698,texas,bandera,0.967235798
-98.97272491,29.62191963,2501,74699,texas,bandera,0.967235798
-99.28212738,29.62191963,2501,74700,texas,bandera,0.967235798
-99.40818024,29.61618805,2501,74701,texas,bandera,0.967235798
-97.64347076,30.06882477,2502,74703,texas,bastrop,0.972556209
-97.50022888,30.20633316,2502,74704,texas,bastrop,0.972556209
-97.44293213,30.31519699,2502,74705,texas,bastrop,0.972556209
-97.36844635,30.40114212,2502,74706,texas,bastrop,0.972556209
-97.25385284,30.34384537,2502,74707,texas,bastrop,0.972556209
-97.08769989,30.24071312,2502,74708,texas,bastrop,0.972556209
-97.05905151,30.14903831,2502,74709,texas,bastrop,0.972556209
-97.03040314,30.06309509,2502,74710,texas,bastrop,0.972556209
-97.3168869,29.7880764,2502,74711,texas,bastrop,0.972556209
-97.64347076,30.06882477,2502,74712,texas,bastrop,0.972556209
-99.47692871,33.82742691,2503,74714,texas,baylor,0.946428571
-98.94408417,33.83315659,2503,74715,texas,baylor,0.946428571
-98.94981384,33.38625336,2503,74716,texas,baylor,0.946428571
-99.47119904,33.38625336,2503,74717,texas,baylor,0.946428571
-99.47692871,33.75294495,2503,74718,texas,baylor,0.946428571
-99.47692871,33.82742691,2503,74719,texas,baylor,0.946428571
-97.37417603,28.39578819,2504,74721,texas,bee,0.995211025
-97.5345993,28.17806435,2504,74722,texas,bee,0.995211025
-97.56898499,28.14368629,2504,74723,texas,bee,0.995211025
-97.68930817,28.16087532,2504,74724,texas,bee,0.995211025
-97.82108307,28.17233467,2504,74725,texas,bee,0.995211025
-97.9757843,28.4645443,2504,74726,texas,bee,0.995211025
-98.08464813,28.66507721,2504,74727,texas,bee,0.995211025
-97.99297333,28.68799591,2504,74728,texas,bee,0.995211025
-97.91275787,28.72810364,2504,74729,texas,bee,0.995211025
-97.82681274,28.67080879,2504,74730,texas,bee,0.995211025
-97.7752533,28.67080879,2504,74731,texas,bee,0.995211025
-97.74659729,28.67080879,2504,74732,texas,bee,0.995211025
-97.72368622,28.60205269,2504,74733,texas,bee,0.995211025
-97.68930817,28.54475784,2504,74734,texas,bee,0.995211025
-97.58043671,28.53329849,2504,74735,texas,bee,0.995211025
-97.55179596,28.47027206,2504,74736,texas,bee,0.995211025
-97.48303986,28.41870689,2504,74737,texas,bee,0.995211025
-97.4257431,28.42443657,2504,74738,texas,bee,0.995211025
-97.37417603,28.39578819,2504,74739,texas,bee,0.995211025
-97.91275787,31.03139305,2505,74741,texas,bell,0.961741474
-97.91275787,31.06577301,2505,74742,texas,bell,0.961741474
-97.42001343,31.32360268,2505,74743,texas,bell,0.961741474
-97.35125732,31.2491188,2505,74744,texas,bell,0.961741474
-97.27677917,31.28349495,2505,74745,texas,bell,0.961741474
-97.07624054,30.97982979,2505,74746,texas,bell,0.961741474
-97.16790771,30.94544983,2505,74747,texas,bell,0.961741474
-97.2710495,30.89388466,2505,74748,texas,bell,0.961741474
-97.29969025,30.80794144,2505,74749,texas,bell,0.961741474
-97.3111496,30.75637627,2505,74750,texas,bell,0.961741474
-97.4028244,30.79075241,2505,74751,texas,bell,0.961741474
-97.63774109,30.87669754,2505,74752,texas,bell,0.961741474
-97.74659729,30.88815498,2505,74753,texas,bell,0.961741474
-97.83254242,30.89961624,2505,74754,texas,bell,0.961741474
-97.91275787,31.03139305,2505,74755,texas,bell,0.961741474
-98.78365326,29.70785904,2506,74757,texas,bexar,0.979368599
-98.63468933,29.75369644,2506,74758,texas,bexar,0.979368599
-98.54301453,29.7651577,2506,74759,texas,bexar,0.979368599
-98.4570694,29.73650932,2506,74760,texas,bexar,0.979368599
-98.42842102,29.75369644,2506,74761,texas,bexar,0.979368599
-98.40550232,29.73650932,2506,74762,texas,bexar,0.979368599
-98.34820557,29.73650932,2506,74763,texas,bexar,0.979368599
-98.38258362,29.70785904,2506,74764,texas,bexar,0.979368599
-98.39404297,29.67921448,2506,74765,texas,bexar,0.979368599
-98.36539459,29.66202545,2506,74766,texas,bexar,0.979368599
-98.35393524,29.63337708,2506,74767,texas,bexar,0.979368599
-98.32528687,29.61618805,2506,74768,texas,bexar,0.979368599
-98.30809784,29.59326935,2506,74769,texas,bexar,0.979368599
-98.27944946,29.55316353,2506,74770,texas,bexar,0.979368599
-98.23934174,29.54743195,2506,74771,texas,bexar,0.979368599
-98.19350433,29.47867966,2506,74772,texas,bexar,0.979368599
-98.18205261,29.50159836,2506,74773,texas,bexar,0.979368599
-98.17058563,29.47867966,2506,74774,texas,bexar,0.979368599
-98.13621521,29.47867966,2506,74775,texas,bexar,0.979368599
-98.12474823,29.4672184,2506,74776,texas,bexar,0.979368599
-98.14767456,29.421381,2506,74777,texas,bexar,0.979368599
-98.39977264,29.11771393,2506,74778,texas,bexar,0.979368599
-98.81803131,29.25522423,2506,74779,texas,bexar,0.979368599
-98.81803131,29.67348289,2506,74780,texas,bexar,0.979368599
-98.78365326,29.70785904,2506,74781,texas,bexar,0.979368599
-98.10183716,30.41832924,2507,74783,texas,blanco,0.951606583
-98.14767456,30.33811569,2507,74784,texas,blanco,0.951606583
-98.29663849,30.04590607,2507,74785,texas,blanco,0.951606583
-98.42269135,29.93704414,2507,74786,texas,blanco,0.951606583
-98.58885193,30.1089325,2507,74787,texas,blanco,0.951606583
-98.5945816,30.49854279,2507,74788,texas,blanco,0.951606583
-98.36539459,30.50427437,2507,74789,texas,blanco,0.951606583
-98.10183716,30.41832924,2507,74790,texas,blanco,0.951606583
-101.7000046,32.95653534,2508,74792,texas,borden,0.875
-101.5395813,32.9622612,2508,74793,texas,borden,0.875
-101.1786194,32.94507217,2508,74794,texas,borden,0.875
-101.1843491,32.52108383,2508,74795,texas,borden,0.875
-101.7000046,32.52108383,2508,74796,texas,borden,0.875
-101.7000046,32.95653534,2508,74797,texas,borden,0.875
-97.47731018,32.1830368,2509,74799,texas,bosque,0.950459373
-97.47158051,32.17731094,2509,74800,texas,bosque,0.950459373
-97.50022888,32.14293289,2509,74801,texas,bosque,0.950459373
-97.47158051,32.09136581,2509,74802,texas,bosque,0.950459373
-97.48876953,32.0512619,2509,74803,texas,bosque,0.950459373
-97.47731018,32.01688004,2509,74804,texas,bosque,0.950459373
-97.44293213,32.03406906,2509,74805,texas,bosque,0.950459373
-97.39136505,31.98250389,2509,74806,texas,bosque,0.950459373
-97.42001343,31.94239807,2509,74807,texas,bosque,0.950459373
-97.40855408,31.92520905,2509,74808,texas,bosque,0.950459373
-97.3627243,31.90229034,2509,74809,texas,bosque,0.950459373
-97.37417603,31.87937164,2509,74810,texas,bosque,0.950459373
-97.28250885,31.8449955,2509,74811,texas,bosque,0.950459373
-97.32261658,31.78769684,2509,74812,texas,bosque,0.950459373
-97.3168869,31.76478195,2509,74813,texas,bosque,0.950459373
-97.2882309,31.74759102,2509,74814,texas,bosque,0.950459373
-97.59763336,31.5928936,2509,74815,texas,bosque,0.950459373
-97.69503784,31.71894455,2509,74816,texas,bosque,0.950459373
-97.7752533,31.67310715,2509,74817,texas,bosque,0.950459373
-98.01016235,32.01688004,2509,74818,texas,bosque,0.950459373
-97.8611908,32.09136581,2509,74819,texas,bosque,0.950459373
-97.61481476,32.21741867,2509,74820,texas,bosque,0.950459373
-97.59190369,32.19449997,2509,74821,texas,bosque,0.950459373
-97.55752563,32.15439224,2509,74822,texas,bosque,0.950459373
-97.51741791,32.15439224,2509,74823,texas,bosque,0.950459373
-97.50595856,32.1830368,2509,74824,texas,bosque,0.950459373
-97.47731018,32.1830368,2509,74825,texas,bosque,0.950459373
-94.75003052,33.74721527,2510,74827,texas,bowie,0.953339796
-94.73284149,33.73002625,2510,74828,texas,bowie,0.953339796
-94.71565247,33.73575592,2510,74829,texas,bowie,0.953339796
-94.69846344,33.71856689,2510,74830,texas,bowie,0.953339796
-94.68127441,33.73002625,2510,74831,texas,bowie,0.953339796
-94.66408539,33.72429657,2510,74832,texas,bowie,0.953339796
-94.66408539,33.69564819,2510,74833,texas,bowie,0.953339796
-94.64690399,33.69564819,2510,74834,texas,bowie,0.953339796
-94.62397766,33.70710754,2510,74835,texas,bowie,0.953339796
-94.57814026,33.68991852,2510,74836,texas,bowie,0.953339796
-94.54949951,33.66127014,2510,74837,texas,bowie,0.953339796
-94.4979248,33.66699982,2510,74838,texas,bowie,0.953339796
-94.48074341,33.65554047,2510,74839,texas,bowie,0.953339796
-94.47501373,33.63262177,2510,74840,texas,bowie,0.953339796
-94.46355438,33.61543655,2510,74841,texas,bowie,0.953339796
-94.4520874,33.59824371,2510,74842,texas,bowie,0.953339796
-94.42344666,33.59824371,2510,74843,texas,bowie,0.953339796
-94.40625,33.57532883,2510,74844,texas,bowie,0.953339796
-94.40052795,33.56959915,2510,74845,texas,bowie,0.953339796
-94.3661499,33.57532883,2510,74846,texas,bowie,0.953339796
-94.30885315,33.56959915,2510,74847,texas,bowie,0.953339796
-94.2973938,33.57532883,2510,74848,texas,bowie,0.953339796
-94.28020477,33.58678436,2510,74849,texas,bowie,0.953339796
-94.26301575,33.58678436,2510,74850,texas,bowie,0.953339796
-94.24009705,33.57532883,2510,74851,texas,bowie,0.953339796
-94.2286377,33.59824371,2510,74852,texas,bowie,0.953339796
-94.22290802,33.60970306,2510,74853,texas,bowie,0.953339796
-94.20571899,33.61543655,2510,74854,texas,bowie,0.953339796
-94.1885376,33.60970306,2510,74855,texas,bowie,0.953339796
-94.15415955,33.58678436,2510,74856,texas,bowie,0.953339796
-94.14842987,33.58678436,2510,74857,texas,bowie,0.953339796
-94.11977386,33.59251785,2510,74858,texas,bowie,0.953339796
-94.09112549,33.59824371,2510,74859,texas,bowie,0.953339796
-94.07966614,33.58678436,2510,74860,texas,bowie,0.953339796
-94.05675507,33.57532883,2510,74861,texas,bowie,0.953339796
-94.05102539,33.30030823,2510,74862,texas,bowie,0.953339796
-94.10832214,33.3289566,2510,74863,texas,bowie,0.953339796
-94.1427002,33.32322693,2510,74864,texas,bowie,0.953339796
-94.1885376,33.33468246,2510,74865,texas,bowie,0.953339796
-94.2515564,33.30030823,2510,74866,texas,bowie,0.953339796
-94.24582672,33.27738953,2510,74867,texas,bowie,0.953339796
-94.2973938,33.2831192,2510,74868,texas,bowie,0.953339796
-94.40052795,33.28884506,2510,74869,texas,bowie,0.953339796
-94.44063568,33.31749725,2510,74870,texas,bowie,0.953339796
-94.60106659,33.2831192,2510,74871,texas,bowie,0.953339796
-94.64690399,33.27738953,2510,74872,texas,bowie,0.953339796
-94.66408539,33.3060379,2510,74873,texas,bowie,0.953339796
-94.70419312,33.34041595,2510,74874,texas,bowie,0.953339796
-94.73857117,33.34041595,2510,74875,texas,bowie,0.953339796
-94.75003052,33.35760117,2510,74876,texas,bowie,0.953339796
-94.75003052,33.74721527,2510,74877,texas,bowie,0.953339796
-95.43184662,29.59326935,2511,74879,texas,brazoria,0.969064609
-95.38601685,29.60473061,2511,74880,texas,brazoria,0.969064609
-95.34017944,29.61618805,2511,74881,texas,brazoria,0.969064609
-95.27715302,29.61618805,2511,74882,texas,brazoria,0.969064609
-95.25423431,29.57608223,2511,74883,texas,brazoria,0.969064609
-95.21985626,29.57035065,2511,74884,texas,brazoria,0.969064609
-95.23131561,29.5359745,2511,74885,texas,brazoria,0.969064609
-95.23704529,29.47867966,2511,74886,texas,brazoria,0.969064609
-95.15682983,29.34689903,2511,74887,texas,brazoria,0.969064609
-95.07661438,29.22657776,2511,74888,texas,brazoria,0.969064609
-95.12245178,29.2151165,2511,74889,texas,brazoria,0.969064609
-95.13964844,29.22084618,2511,74890,texas,brazoria,0.969064609
-95.15682983,29.2380352,2511,74891,texas,brazoria,0.969064609
-95.17401886,29.23230743,2511,74892,texas,brazoria,0.969064609
-95.17401886,29.19792747,2511,74893,texas,brazoria,0.969064609
-95.17974854,29.16355133,2511,74894,texas,brazoria,0.969064609
-95.20839691,29.15209389,2511,74895,texas,brazoria,0.969064609
-95.23131561,29.12917519,2511,74896,texas,brazoria,0.969064609
-95.23131561,29.10625648,2511,74897,texas,brazoria,0.969064609
-95.21412659,29.09479523,2511,74898,texas,brazoria,0.969064609
-95.16828918,29.11198425,2511,74899,texas,brazoria,0.969064609
-95.16255951,29.10052681,2511,74900,texas,brazoria,0.969064609
-95.20266724,29.04323196,2511,74901,texas,brazoria,0.969064609
-95.29434204,28.98593712,2511,74902,texas,brazoria,0.969064609
-95.35736084,28.94582939,2511,74903,texas,brazoria,0.969064609
-95.40319824,28.92291069,2511,74904,texas,brazoria,0.969064609
-95.55217743,28.84269714,2511,74905,texas,brazoria,0.969064609
-95.65530396,28.92291069,2511,74906,texas,brazoria,0.969064609
-95.65530396,28.95728683,2511,74907,texas,brazoria,0.969064609
-95.67821503,28.97447586,2511,74908,texas,brazoria,0.969064609
-95.72978973,28.97447586,2511,74909,texas,brazoria,0.969064609
-95.75843811,29.01458168,2511,74910,texas,brazoria,0.969064609
-95.82146454,29.12917519,2511,74911,texas,brazoria,0.969064609
-95.86156464,29.15782166,2511,74912,texas,brazoria,0.969064609
-95.85010529,29.18647003,2511,74913,texas,brazoria,0.969064609
-95.86156464,29.20365906,2511,74914,texas,brazoria,0.969064609
-95.86730194,29.22657776,2511,74915,texas,brazoria,0.969064609
-95.87303162,29.22657776,2511,74916,texas,brazoria,0.969064609
-95.85583496,29.2609539,2511,74917,texas,brazoria,0.969064609
-95.81572723,29.31824875,2511,74918,texas,brazoria,0.969064609
-95.79854584,29.31252098,2511,74919,texas,brazoria,0.969064609
-95.78135681,29.33543968,2511,74920,texas,brazoria,0.969064609
-95.75270844,29.34689903,2511,74921,texas,brazoria,0.969064609
-95.6438446,29.31252098,2511,74922,texas,brazoria,0.969064609
-95.5980072,29.34689903,2511,74923,texas,brazoria,0.969064609
-95.58081818,29.39273643,2511,74924,texas,brazoria,0.969064609
-95.55217743,29.40992355,2511,74925,texas,brazoria,0.969064609
-95.55217743,29.45003128,2511,74926,texas,brazoria,0.969064609
-95.4662323,29.45576096,2511,74927,texas,brazoria,0.969064609
-95.43184662,29.59326935,2511,74928,texas,brazoria,0.969064609
-96.24545288,30.96836853,2512,74930,texas,brazos,0.927102832
-96.18242645,30.81939888,2512,74931,texas,brazos,0.927102832
-96.18815613,30.79075241,2512,74932,texas,brazos,0.927102832
-96.17668915,30.75064468,2512,74933,texas,brazos,0.927102832
-96.18815613,30.68762016,2512,74934,texas,brazos,0.927102832
-96.18242645,30.65324402,2512,74935,texas,brazos,0.927102832
-96.1938858,30.61886406,2512,74936,texas,brazos,0.927102832
-96.14231873,30.49854279,2512,74937,texas,brazos,0.927102832
-96.13658905,30.45270538,2512,74938,texas,brazos,0.927102832
-96.10794067,30.41832924,2512,74939,texas,brazos,0.927102832
-96.13085938,30.39541054,2512,74940,texas,brazos,0.927102832
-96.15377808,30.36676216,2512,74941,texas,brazos,0.927102832
-96.15950775,30.32665443,2512,74942,texas,brazos,0.927102832
-96.1709671,30.34384537,2512,74943,texas,brazos,0.927102832
-96.1709671,30.36676216,2512,74944,texas,brazos,0.927102832
-96.1938858,30.38968086,2512,74945,texas,brazos,0.927102832
-96.21679688,30.37822342,2512,74946,texas,brazos,0.927102832
-96.28556061,30.36676216,2512,74947,texas,brazos,0.927102832
-96.29701233,30.37822342,2512,74948,texas,brazos,0.927102832
-96.302742,30.40114212,2512,74949,texas,brazos,0.927102832
-96.28556061,30.41259956,2512,74950,texas,brazos,0.927102832
-96.29701233,30.44124794,2512,74951,texas,brazos,0.927102832
-96.36577606,30.54438019,2512,74952,texas,brazos,0.927102832
-96.40014648,30.53291893,2512,74953,texas,brazos,0.927102832
-96.42306519,30.54438019,2512,74954,texas,brazos,0.927102832
-96.42879486,30.58448792,2512,74955,texas,brazos,0.927102832
-96.50328064,30.62459373,2512,74956,texas,brazos,0.927102832
-96.58922577,30.63032532,2512,74957,texas,brazos,0.927102832
-96.59495544,30.66470146,2512,74958,texas,brazos,0.927102832
-96.57776642,30.68762016,2512,74959,texas,brazos,0.927102832
-96.51473999,30.72772598,2512,74960,texas,brazos,0.927102832
-96.44598389,30.76783371,2512,74961,texas,brazos,0.927102832
-96.38295746,30.8824234,2512,74962,texas,brazos,0.927102832
-96.36577606,30.89388466,2512,74963,texas,brazos,0.927102832
-96.34284973,30.93972206,2512,74964,texas,brazos,0.927102832
-96.24545288,30.96836853,2512,74965,texas,brazos,0.927102832
-103.7970352,29.2609539,2513,74967,texas,brewster,0.816666667
-103.7970352,30.39541054,2513,74968,texas,brewster,0.816666667
-103.4475327,30.65896988,2513,74969,texas,brewster,0.816666667
-102.5709076,30.05163765,2513,74970,texas,brewster,0.816666667
-102.3245316,29.86828995,2513,74971,texas,brewster,0.816666667
-102.3646393,29.85110283,2513,74972,texas,brewster,0.816666667
-102.3818283,29.7651577,2513,74973,texas,brewster,0.816666667
-102.3990173,29.75369644,2513,74974,texas,brewster,0.816666667
-102.4620438,29.75942802,2513,74975,texas,brewster,0.816666667
-102.5021515,29.78234673,2513,74976,texas,brewster,0.816666667
-102.5250702,29.75369644,2513,74977,texas,brewster,0.816666667
